Change ID,Impact Level,Change Type,Category Code,Category Name,Substantive,Confidence (%),Change Summary,Old Document Location (Page),Old Document Section,Old Requirement Text,New Document Location (Page),New Document Section,New Requirement Text,Numerical Changes,Obligation Analysis,Impact Explanation
CHG-0159,CRITICAL,MODIFIED,C07,Compliance Requirement,Yes,45,Section Page 15 -> 34. Category: Compliance Requirement. Obligation strengthened from 'should' to 'shall' Significant textual changes detected.,15,,The agreement at a minimum should include (as applicable to the scope of,17,34,34. Some of the key provisions of the agreement shall include:,,ObligationDirection.STRENGTHENED: Obligation strengthened from 'should' to 'shall',
CHG-0160,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,48,Section Page 14 -> Page 16. Category: Threshold / Limit Change. Significant textual changes detected.,14,,"b)
financial soundness and ability to service commitments even under adverse conditions; c)
business reputation and culture, compliance, complaints and outstanding or potential litigations; d)
conflict of interest, if any; e)
external factors like political, economic, social and legal environment of the jurisdiction in which the service provider operates and other events that may impact data security and service performance; f)
details of the technology, infrastructure stability, security and in",16,,jurisdiction in which the service provider operates and other events that may impact data security and service performance.,,,
CHG-0161,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,45,"Section Page 17 -> (ix). Category: Threshold / Limit Change. Obligation language removed: necessary, can Conditions removed: in case of. Significant textual changes detected.",17,,"RBI in relation to the activities outsourced to the service provider, through specific contractual terms and conditions specified by the RE; r)
clauses requiring prior approval/ consent of the RE for use of sub- contractors by the service provider for all or part of an outsourced activity; s)
termination rights of the RE, including the ability to orderly transfer the proposed IT-outsourcing arrangement to another service provider, if necessary or desirable; t) obligation of the service provider ",18,(ix),(ix) right of RBI to cause an inspection to be made of the service provider by one,,"ObligationDirection.REMOVED: Obligation language removed: necessary, can Conditions removed: in case of.",
CHG-0162,LOW,MODIFIED,C03,Modified Requirement,Yes,44,Section Page 1 -> (iii). Category: Modified Requirement. Significant textual changes detected.,1,,"India (Outsourcing of Information Technology Services) Directions, 2023 are enclosed herewith.",12,(iii),"(iii) outsourcing, whether the service provider is located in India or outside, does",,,
CHG-0163,LOW,MODIFIED,C03,Modified Requirement,Yes,47,Section 21 -> Page 34. Category: Modified Requirement. Significant textual changes detected.,22,21,21. Additional requirements for Cross-Border Outsourcing,34,,F. Specific Outsourcing Arrangements,,,
CHG-0164,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,44,Section Page 24 -> (ii). Category: Threshold / Limit Change. Obligation language removed: can Significant textual changes detected.,24,,"6 For example, some cloud service and deployment models are: a) Infrastructure as a Service (IaaS): The service
provides compute, storage, network, and other basic resources so that the client can develop and deploy their
applications. b) Platform as a Service (PaaS): The service provides software for building application, middleware,
database, development environment and other tools along with the infrastructure to the client. c) Software as a
Service (SaaS): Client uses the application(s) prov",36,(ii),"(ii) Besides the three common application services, Cloud Service Providers",,ObligationDirection.REMOVED: Obligation language removed: can,
CHG-0165,LOW,MODIFIED,C03,Modified Requirement,Yes,44,Section Page 24 -> (3). Category: Modified Requirement. Significant textual changes detected.,24,,"In addition to the Outsourcing of IT Services controls prescribed in these Directions,",27,(3),(3) effectively monitoring and supervising the outsourced IT service to ensure that,,,
CHG-0166,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,46,Section Page 20 -> Page 17. Category: Threshold / Limit Change. Obligation language removed: may Significant textual changes detected.,20,,"RE's internal auditors or external auditors appointed to act on RE's behalf. c)
While outsourcing various IT services, more than one RE may be availing services from the same third-party service provider. In such scenarios, in lieu of conducting separate audits by individual REs of the common service provider, they may adopt pooled (shared) audit. This allows the relevant",17,,"or external auditors, or by agents appointed to act on its behalf and to obtain copies of any audit or review reports and findings made on the service provider in conjunction with the services performed for the bank;",,ObligationDirection.REMOVED: Obligation language removed: may,
CHG-0167,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,46,Section Page 1 -> Page 24. Category: Reference / Cross-Reference Change. Significant textual changes detected.,1,,Master Direction on Outsourcing of Information Technology Services,24,,"(i)
the need for outsourcing based on materiality / criticality of service to be outsourced;",,,
CHG-0168,LOW,MODIFIED,C03,Modified Requirement,Yes,50,"Section Page 27 -> Page 40. Category: Modified Requirement. Obligation language removed: shall, should, can Significant textual changes detected.",27,,"a) The RE's business continuity framework shall ensure that, in the event of a disaster affecting its cloud services or failure of the CSP, the RE can continue its critical operations with minimal disruption of services while ensuring integrity and security. b) REs shall ensure that the CSP puts in place demonstrative capabilities for preparedness and readiness for cyber resilience as regards cloud services in use by them. This should be systematically ensured, inter alia, through robust inciden",40,,"operation of critical functions in the event of a disaster affecting the bank's cloud services or failure of the CSP, with minimal disruption to services, and without compromising data integrity and security;",,"ObligationDirection.REMOVED: Obligation language removed: shall, should, can",
CHG-0169,HIGH,MODIFIED,C04,Threshold / Limit Change,Yes,47,Section Page 1 -> (1). Category: Threshold / Limit Change. New obligation language introduced: shall Significant textual changes detected.,1,,"3.
The underlying principle of these Directions is to ensure that outsourcing arrangements neither diminish REs ability to fulfil its obligations to customers nor impede effective supervision by the RBI.",5,(1),(1) The provisions shall apply to outsourcing arrangements entered into by a bank,,ObligationDirection.INTRODUCED: New obligation language introduced: shall,
CHG-0170,HIGH,MODIFIED,C07,Compliance Requirement,Yes,45,Section Page 22 -> (xiv). Category: Compliance Requirement. Obligation language removed: shall Conditions removed: in case of. Significant textual changes detected.,22,,"RE and the RBI will not be affected even in case of liquidation of the service provider. b)
The governing law of the arrangement shall also be clearly specified. In principle, arrangements shall only be entered into with parties operating in jurisdictions upholding confidentiality clauses and agreements.",31,(xiv),(xiv) obligation of the service provider to comply with directions issued by the RBI,,ObligationDirection.REMOVED: Obligation language removed: shall Conditions removed: in case of.,
CHG-0171,LOW,MODIFIED,C03,Modified Requirement,Yes,42,Section Page 18 -> Page 33. Category: Modified Requirement. Obligation language removed: necessary Significant textual changes detected.,18,,with necessary approvals in line with the roles and responsibilities for the,33,,"Competent Authorities, as authorised under law.",,ObligationDirection.REMOVED: Obligation language removed: necessary,
CHG-0172,MEDIUM,MODIFIED,C15,Reference / Cross-Reference Change,Yes,45,Section Page 1 -> 55. Category: Reference / Cross-Reference Change. New obligation language introduced: shall Significant textual changes detected.,1,,"Developmental and Regulatory Policies dated February 10, 2022, proposed the issuance of suitable regulatory guidelines on Outsourcing of IT Services. Accordingly, a draft Master Direction on Outsourcing of IT Services was released for public comments in June 2022. Based on feedback received, the finalised Reserve Bank of",24,55,55. A bank shall evaluate the need for outsourcing of IT services based on a,,ObligationDirection.INTRODUCED: New obligation language introduced: shall,
